id,age,gender,study_hours,attendance,internet_access,sleep_hours,Score,course_1,course_2,course_3,course_4,course_5,course_6,sleep_quality_1,sleep_quality_2,study_method_1,study_method_2,study_method_3,study_method_4,facility_rating_1,facility_rating_2,exam_difficulty_1,exam_difficulty_2
6974,22,0,6.94,90.5,1,4.7,100.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
6975,19,2,5.95,97.4,1,9.1,87.7,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True
6976,22,1,3.81,68.2,1,7.9,66.6,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
6977,23,1,1.71,81.5,0,5.7,74.9,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False
6978,18,0,0.14,59.4,1,5.4,38.7,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
6979,21,1,1.64,55.4,1,9.8,62.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6980,20,2,2.25,56.7,1,4.3,46.0,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
6981,19,2,0.94,43.1,1,7.6,62.4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
6982,21,1,5.35,74.7,0,6.0,67.7,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False
6983,24,1,2.61,91.7,1,8.4,67.5,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
6984,17,2,0.24,57.2,1,9.2,48.1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
6985,24,0,3.5,41.9,1,8.9,47.8,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
6986,23,2,6.27,57.0,1,9.0,77.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6987,21,2,2.72,86.3,1,9.6,89.6,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
6988,21,0,7.22,66.9,1,8.8,91.1,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True
6989,19,1,6.82,86.0,0,7.6,83.8,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
6990,18,0,7.12,53.0,1,5.4,83.5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6991,21,0,5.34,78.5,1,5.7,62.5,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
6992,23,0,6.45,83.9,1,5.1,83.8,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True
6993,18,1,3.11,88.6,1,8.0,73.4,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
6994,22,1,5.55,81.0,1,4.4,44.8,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
6995,22,0,1.79,94.6,1,4.6,49.5,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
6996,23,0,1.64,47.6,1,7.1,41.8,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
6997,19,0,7.55,73.0,1,6.0,79.1,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
6998,20,1,4.39,67.0,1,9.5,75.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
6999,20,2,0.57,99.4,1,9.0,54.0,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True
7000,23,2,1.58,73.0,1,6.4,63.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
7001,24,2,3.69,81.1,1,9.4,47.8,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
7002,20,2,6.77,95.1,1,7.5,77.7,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
7003,24,0,7.17,48.5,1,6.8,68.0,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False
7004,21,1,0.91,60.4,1,8.9,45.5,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
7005,20,0,0.5,59.4,1,9.9,44.7,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
7006,17,0,0.97,47.0,1,8.4,19.599,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True
7007,21,2,5.37,73.6,1,8.2,67.3,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True
7008,22,1,4.26,58.4,1,8.7,79.1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
7009,24,1,5.9,49.9,1,6.6,65.3,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
7010,22,1,4.75,41.3,1,8.5,67.3,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
7011,17,1,0.77,41.5,1,7.0,19.599,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True
7012,21,0,2.06,63.4,1,9.4,68.9,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
7013,22,1,2.65,76.7,1,9.2,62.3,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True
7014,20,1,5.66,52.8,0,4.6,62.3,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
7015,20,0,4.77,94.6,1,6.6,81.9,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
7016,23,2,7.57,52.6,1,8.2,87.3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
7017,21,0,1.16,56.2,1,4.6,39.8,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
7018,22,1,7.51,58.2,1,6.0,66.6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
7019,20,1,1.76,49.5,1,6.1,44.2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
7020,19,2,2.75,99.4,1,8.0,71.5,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
7021,21,0,0.28,83.0,1,4.5,44.4,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True
7022,24,0,2.37,58.0,1,9.1,44.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
7023,21,2,1.6,98.4,1,6.5,76.6,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
7024,22,0,1.74,78.1,1,4.1,59.3,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
7025,17,0,4.58,86.2,1,9.6,85.9,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
7026,24,2,6.25,60.6,1,7.7,84.6,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
7027,18,1,5.96,53.0,1,5.1,76.1,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
7028,24,0,6.63,67.0,1,9.0,72.6,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
7029,20,0,5.85,65.0,1,8.9,44.5,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True
7030,24,1,7.81,99.1,1,9.2,86.4,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
7031,24,1,0.15,48.7,1,7.5,25.8,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
7032,23,2,7.9,48.1,1,7.6,66.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7033,24,1,3.28,77.3,1,9.1,60.6,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False
7034,21,0,3.82,73.7,0,7.8,43.2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7035,23,0,4.62,72.8,1,4.1,61.4,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
7036,18,1,0.08,64.7,1,8.0,43.6,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
7037,17,1,1.45,61.7,1,9.7,48.2,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True
7038,21,0,3.57,45.2,0,7.2,59.3,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
7039,23,2,6.16,87.5,1,4.9,84.2,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False
7040,23,0,6.96,66.8,1,9.9,96.2,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
7041,21,0,1.18,93.8,1,6.8,43.6,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
7042,21,0,2.1,69.7,1,6.0,41.1,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
7043,21,2,4.86,94.2,0,9.4,100.0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
7044,23,2,2.89,95.4,1,8.1,78.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
7045,23,1,2.38,73.6,1,6.7,66.4,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False
7046,17,0,3.07,87.8,1,6.2,53.7,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
7047,21,0,5.61,46.2,0,9.4,82.8,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True
7048,20,1,1.59,47.0,1,5.9,34.8,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
7049,23,2,0.5,82.0,1,6.7,35.4,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
7050,21,1,0.08,43.1,1,6.4,31.1,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
7051,24,2,4.21,82.7,1,9.8,80.5,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True
7052,20,1,2.0,53.8,0,9.3,46.4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
7053,22,0,4.49,54.1,1,8.2,56.3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
7054,17,2,7.05,61.6,1,7.5,64.6,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
7055,24,0,2.35,95.5,1,7.0,23.9,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True
7056,18,1,1.47,82.6,1,4.6,42.5,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
7057,20,1,0.08,85.1,1,9.4,58.2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
7058,23,0,7.85,87.0,1,9.9,91.1,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True
7059,24,2,4.13,89.9,1,8.5,44.6,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
7060,20,0,6.42,50.2,1,5.7,59.9,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
7061,20,1,6.86,96.5,0,6.3,100.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
7062,17,2,7.91,63.8,1,8.9,100.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
7063,24,0,6.88,73.7,1,9.0,95.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
7064,17,1,2.35,88.6,1,5.8,62.6,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
7065,17,0,4.51,91.2,1,8.1,71.6,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
7066,20,1,7.7,70.4,1,9.7,96.7,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
7067,17,2,5.07,72.7,1,8.4,76.9,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
7068,18,2,6.15,64.6,0,6.4,56.3,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False
7069,22,1,7.25,43.0,1,7.0,73.2,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False
7070,22,0,4.91,78.9,0,8.6,79.3,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True
7071,19,1,5.54,80.6,0,4.2,80.0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
7072,23,0,4.71,68.4,1,9.2,76.8,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
7073,21,1,2.71,42.9,1,4.9,30.5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
7074,18,2,1.99,74.0,1,9.3,70.9,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
7075,22,1,5.07,46.2,1,9.9,64.2,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
7076,21,2,7.85,67.2,0,4.3,81.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True
7077,23,1,7.33,87.9,1,9.8,91.8,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False
7078,18,1,1.68,53.6,1,5.4,54.4,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
7079,18,2,6.74,95.1,1,6.8,84.8,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
7080,19,2,0.17,82.5,1,4.5,57.7,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
7081,19,1,4.72,55.4,1,5.4,66.7,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
7082,24,1,7.44,53.8,1,5.5,89.1,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
7083,22,2,7.67,44.5,1,5.1,56.0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False
7084,21,2,4.82,92.4,1,9.1,82.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
7085,21,0,5.05,43.8,1,9.9,63.3,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
7086,24,1,3.12,77.6,1,5.8,33.8,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True
7087,20,1,5.79,85.1,0,8.4,87.1,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
7088,18,1,1.97,55.3,0,4.9,37.8,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True
7089,18,2,0.27,62.8,1,9.7,52.1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
7090,19,1,6.68,57.6,1,8.2,100.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
7091,22,0,0.48,88.1,1,8.2,24.5,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
7092,20,2,5.32,99.4,1,5.5,61.3,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True
7093,20,1,3.5,98.2,1,7.2,62.9,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
7094,20,2,0.35,44.2,0,6.4,19.599,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
7095,24,2,1.28,80.7,1,9.2,58.0,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False
7096,24,1,0.81,75.1,0,7.9,57.6,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
7097,18,1,1.72,95.8,1,5.7,46.8,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
7098,17,1,5.08,74.7,0,4.6,61.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
7099,18,1,4.56,67.4,1,8.8,44.4,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
7100,23,1,3.46,66.9,1,4.4,61.7,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
7101,20,2,6.74,91.2,1,6.8,79.2,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
7102,23,1,6.02,80.3,1,7.9,78.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
7103,22,1,5.46,44.4,1,7.6,62.9,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
7104,21,2,4.79,96.0,1,4.7,71.9,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True
7105,19,1,5.57,80.7,0,7.9,66.3,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
7106,19,1,1.81,49.3,1,5.4,40.5,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True
7107,18,1,2.08,68.2,1,7.3,52.3,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True
7108,21,2,2.38,55.0,1,5.5,53.4,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
7109,19,2,5.93,75.5,1,6.3,60.5,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
7110,19,2,3.46,73.4,1,8.5,72.6,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False
7111,17,2,7.68,98.2,0,5.5,97.3,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
7112,23,1,0.32,43.3,1,9.1,19.599,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False
7113,24,0,3.07,67.0,0,6.7,66.2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
7114,20,0,1.24,51.0,1,9.9,51.4,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True
7115,21,1,6.53,41.3,1,7.7,65.5,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
7116,24,2,3.84,86.7,1,5.0,59.7,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
7117,21,0,4.96,85.5,1,8.5,74.8,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
7118,21,2,4.78,96.1,1,7.7,87.6,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
7119,20,1,0.63,75.3,1,4.7,48.7,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
7120,21,2,6.27,55.3,1,4.4,39.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
7121,21,1,6.58,61.8,1,8.9,79.0,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True
7122,22,1,4.86,76.3,1,6.9,80.7,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
7123,21,0,2.25,77.7,0,8.2,53.8,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
7124,21,1,5.79,42.6,1,7.0,57.8,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
7125,17,1,5.61,94.6,1,9.0,90.2,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
7126,24,2,7.3,95.6,0,5.0,86.1,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
7127,24,0,0.94,87.9,1,4.7,27.3,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
7128,18,0,7.28,55.0,1,6.3,69.7,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
7129,19,1,7.1,60.9,1,7.1,75.8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
7130,24,2,2.38,82.1,1,7.7,65.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
7131,19,2,5.73,58.3,1,5.4,54.4,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
7132,23,2,2.11,63.3,1,8.5,65.5,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False
7133,23,0,1.88,80.1,1,8.4,24.0,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
7134,23,0,5.13,42.0,1,6.9,91.7,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
7135,17,1,0.4,48.3,1,6.8,61.8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
7136,20,1,0.77,42.2,1,8.3,26.6,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
7137,21,1,5.28,55.9,1,9.9,59.2,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True
7138,23,0,7.61,68.9,1,6.3,91.9,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
7139,18,2,0.27,90.6,1,5.6,63.4,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
7140,19,2,0.18,50.7,1,6.9,19.599,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
7141,18,1,0.6,61.4,1,5.5,25.2,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
7142,23,1,0.08,40.6,1,4.4,42.4,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False
7143,24,1,7.43,67.8,1,9.7,95.5,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True
7144,18,1,3.79,41.5,1,6.1,54.7,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True
7145,18,0,5.54,59.3,1,7.1,63.2,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
7146,19,2,3.33,89.9,1,4.6,94.9,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
7147,24,1,7.91,96.2,0,8.4,97.3,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
7148,20,2,3.84,62.0,1,6.9,47.6,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
7149,19,0,7.51,57.0,1,5.1,90.3,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
7150,19,0,5.2,85.5,1,5.6,95.3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7151,21,2,7.58,81.9,1,7.7,81.6,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
7152,20,2,3.96,62.7,0,9.2,72.3,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True
7153,18,2,7.03,94.3,1,4.6,84.6,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
7154,23,0,2.67,67.2,0,5.1,49.5,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
7155,20,1,5.29,96.2,0,9.2,92.1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
7156,19,2,4.94,93.0,1,8.4,84.6,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True
7157,22,2,3.89,96.9,1,9.6,86.1,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
7158,22,2,4.01,46.5,1,4.9,33.4,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True
7159,18,0,1.36,56.0,1,7.9,40.7,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
7160,17,1,7.25,62.3,1,5.4,59.2,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
7161,17,1,3.63,84.6,1,5.8,59.7,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
7162,23,0,1.21,57.6,1,7.2,42.0,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
7163,22,0,5.63,52.4,1,6.3,74.7,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
7164,23,1,5.82,60.6,1,7.4,73.9,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
7165,22,2,0.36,58.7,1,6.3,30.7,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
7166,20,0,2.66,88.9,1,8.5,42.6,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True
7167,21,1,4.67,99.4,1,5.4,88.6,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True
7168,22,0,6.57,58.2,1,4.4,53.0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
7169,20,2,2.48,43.1,1,8.7,44.6,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
7170,24,0,2.4,83.3,1,9.4,80.4,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True
7171,24,2,5.89,68.8,1,8.9,80.7,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
7172,23,2,1.75,66.0,1,6.7,49.7,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
7173,24,0,7.17,61.1,1,6.7,67.4,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True
7174,20,0,6.32,68.2,1,5.9,54.2,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
7175,17,1,7.14,48.2,1,6.8,67.6,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
7176,20,2,2.83,76.7,1,4.2,57.7,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True
7177,22,2,1.33,95.8,0,8.0,47.8,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
7178,23,0,4.68,95.2,1,8.2,52.3,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
7179,20,1,1.52,84.3,1,8.9,39.0,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False
7180,19,0,2.13,63.4,1,7.9,58.9,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False
7181,20,2,3.2,95.3,1,5.1,62.6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
7182,23,1,3.7,79.6,0,9.2,78.6,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True
7183,17,0,2.58,70.2,0,6.3,42.3,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False
7184,19,0,2.28,57.0,1,7.8,51.4,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
7185,18,0,1.97,85.3,1,5.3,50.0,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
7186,23,0,5.52,87.8,1,6.5,85.2,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
7187,20,2,2.45,73.5,1,7.8,51.7,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
7188,17,1,5.56,57.2,1,7.9,67.3,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
7189,19,0,5.94,63.3,1,5.8,83.8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7190,17,2,5.71,77.4,1,7.6,76.1,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True
7191,20,2,7.32,53.4,1,4.1,88.9,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
7192,24,0,7.64,68.3,1,7.6,88.4,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
7193,21,2,1.17,42.5,1,9.4,36.6,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True
7194,23,1,2.56,88.3,1,7.2,52.9,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
7195,22,0,6.3,62.9,1,6.6,86.5,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7196,24,2,6.25,66.7,1,6.8,72.1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
7197,19,0,0.57,93.1,1,4.5,47.8,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
7198,24,0,7.7,63.8,1,6.5,100.0,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True
7199,18,0,6.85,68.5,1,9.0,73.1,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True
7200,20,0,7.19,57.7,1,9.6,89.7,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
7201,22,2,1.64,88.4,1,5.1,56.8,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False
7202,19,0,4.01,66.2,0,8.2,74.7,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
7203,19,1,3.52,68.9,1,7.1,41.1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
7204,18,1,2.88,69.5,1,9.6,52.2,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
7205,17,2,1.82,80.6,1,6.7,59.9,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
7206,21,0,1.12,72.5,1,5.3,26.8,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
7207,24,1,6.96,66.1,1,4.3,78.1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
7208,18,1,4.24,79.3,1,8.5,76.7,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
7209,20,1,4.81,78.2,1,8.3,79.6,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
7210,24,1,2.09,82.6,0,9.6,86.9,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
7211,23,2,7.48,68.2,1,4.4,86.2,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
7212,17,0,7.49,98.8,0,9.9,100.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
7213,21,0,5.37,74.5,1,5.1,57.5,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True
7214,18,1,2.56,87.9,1,7.4,61.7,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
7215,18,2,1.86,67.9,1,7.4,51.4,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True
7216,18,2,4.76,60.2,1,4.2,60.7,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
